requests_per_second;response_time_ms
30;60006
54;60015
56;60010
57;60014
57;60010
57;60009
57;60010
58;60014
58;60011
59;60016
59;60012
59;60011
59;60012
59;60014
59;60013
60;60012
61;60013
61;60015
61;60015
61;60014
61;60012
61;60012
62;60015
62;60014
62;60012
62;60012
62;60016
62;60014
62;60012
62;60011
62;60012
63;60013
63;60013
63;60013
64;60011
65;60014
65;60014
65;60014
65;60013
66;60012
66;60011
66;60012
67;60015
67;60011
68;60014
68;60016
68;60013
69;60015
